CarrierCode,AgentCode,StatementDate,PolicyNumber,TransactionType,WrittenPremium,CommissionPercent,CommissionAmount,DueDate,ReversalIndicator
NATI,120238,2025-04-30,YLW8015700,New,2259.17,0.1073,242.41,2025-05-15,False
GEIC,120271,2025-04-30,WPR0678169,New,2469.99,0.091,224.77,2025-05-15,False
LIBM,120298,2025-04-30,BWK9004086,Renewal,727.29,0.0975,70.91,2025-05-15,False
LIBM,120105,2025-04-30,XTN9527131,Renewal,1804.91,0.1163,209.91,2025-05-15,False
LIBM,120248,2025-04-30,NEN6288047,Renewal,2629.63,0.1111,292.15,2025-05-15,False
GEIC,120256,2025-04-30,VSR1761626,Renewal,10352.09,0.0764,790.9,2025-05-15,False
ALLS,120189,2025-04-30,RHJ2113481,Renewal,551.97,0.1365,75.34,2025-05-15,False
LIBM,120180,2025-04-30,XWK0449630,Renewal,2000.0,0.0755,151.0,2025-05-15,False
AMFA,120219,2025-04-30,UUF9806746,New,1504.36,0.0931,140.06,2025-05-15,False
TRAV,120000,2025-04-30,JNS8232135,Renewal,4577.53,0.1038,475.15,2025-05-15,False
HART,120092,2025-04-30,CPN0796441,New,1698.13,0.0907,154.02,2025-05-15,False
HART,120101,2025-04-30,GST4571174,Renewal,7714.43,0.1172,904.13,2025-05-15,False
PRGS,120113,2025-04-30,EFD2543276,Renewal,3922.6,0.127,498.17,2025-05-15,False
HART,120006,2025-04-30,WWM9642252,Renewal,14169.61,0.0961,1361.7,2025-05-15,False
PRGS,120275,2025-04-30,RJF6505124,New,1216.95,0.1349,164.17,2025-05-15,False
AMFA,120014,2025-04-30,KNK6519070,Renewal,7541.6,0.142,1070.91,2025-05-15,False
GEIC,120093,2025-04-30,KXW7679786,New,3047.05,0.1178,358.94,2025-05-15,False
GEIC,120183,2025-04-30,PDY5978517,Renewal,14797.63,0.1655,2449.01,2025-05-15,False
FARM,120135,2025-04-30,TKK2771098,New,562.79,0.0995,56.0,2025-05-15,False
GEIC,120120,2025-04-30,EKM2564777,Renewal,553.44,0.1415,78.31,2025-05-15,False
AMFA,120016,2025-06-30,BHA7489067,Endorsement,-34.65,0.1517,-5.26,2025-07-15,True
PRGS,120252,2025-04-30,MWL6073712,New,1025.22,0.1179,120.87,2025-05-15,False
HART,120246,2025-04-30,FXX2470216,New,1893.78,0.0897,169.87,2025-05-15,False
CHUB,120280,2025-07-31,ZUX8680278,Endorsement,37.74,0.1289,4.86,2025-08-15,False
LIBM,120104,2025-04-30,FPE4207052,New,1857.48,0.0886,164.57,2025-05-15,False
CHUB,120033,2025-04-30,AHT0608522,Renewal,2177.53,0.1233,268.49,2025-05-15,False
HART,120276,2025-04-30,AVF8046574,Renewal,2039.38,0.135,275.32,2025-05-15,False
TRAV,120286,2025-04-30,AYK4735967,Renewal,3785.37,0.1731,655.25,2025-05-15,False
GEIC,120037,2025-04-30,LGS3506154,Renewal,3587.24,0.1381,495.4,2025-05-15,False
TRAV,120081,2025-04-30,DMS9700827,Renewal,3900.93,0.0804,313.63,2025-05-15,False
TRAV,120200,2025-04-30,VPB1866080,Renewal,2151.58,0.1084,233.23,2025-05-15,False
TRAV,120004,2025-04-30,ZCC1259410,Renewal,2146.59,0.1068,229.26,2025-05-15,False
CHUB,120240,2025-04-30,NXS5022987,Renewal,16634.15,0.0851,1415.57,2025-05-15,False
HART,120288,2025-04-30,ZNJ4962347,Endorsement,33.59,0.127,4.27,2025-05-15,False
NATI,120148,2025-04-30,NWP5090782,Renewal,10360.09,0.1095,1134.43,2025-05-15,False
AMFA,120025,2025-04-30,FYJ9073950,Renewal,7780.74,0.1274,991.27,2025-05-15,False
AMFA,120025,2026-06-30,FYJ9073950,Audit,-662.94,0.1274,-84.46,2026-07-15,True
CHUB,120193,2025-04-30,BFN4479871,Renewal,1645.2,0.0992,163.2,2025-05-15,False
ALLS,120187,2025-04-30,MJU6567841,Renewal,6063.97,0.1849,1121.23,2025-05-15,False
TRAV,120177,2025-04-30,JTG3849253,New,1493.78,0.0977,145.94,2025-05-15,False
LIBM,120151,2025-04-30,VXS3172460,Renewal,3376.24,0.1305,440.6,2025-05-15,False
TRAV,120276,2025-04-30,ECY7212229,New,1766.59,0.1309,231.25,2025-05-15,False
ALLS,120216,2025-04-30,LMH2282520,Renewal,2530.51,0.1551,392.48,2025-05-15,False
TRAV,120158,2025-04-30,VVB7357190,Renewal,1039.48,0.1449,150.62,2025-05-15,False
GEIC,120139,2025-11-30,EAT3047738,Endorsement,54.63,0.1034,5.65,2025-12-15,False
AMFA,120090,2025-04-30,KHH8204137,New,901.51,0.1179,106.29,2025-05-15,False
TRAV,120286,2025-04-30,DWN3455411,Renewal,11365.55,0.0922,1047.9,2025-05-15,False
NATI,120223,2025-04-30,FDX8201807,New,1350.17,0.1089,147.03,2025-05-15,False
PRGS,120149,2025-04-30,SZZ3681747,New,1727.85,0.0671,115.94,2025-05-15,False
GEIC,120020,2025-04-30,GVC7894082,Renewal,7260.55,0.1627,1181.29,2025-05-15,False
TRAV,120061,2025-05-31,NYT3869557,Endorsement,11.47,0.1051,1.21,2025-06-15,False
TRAV,120260,2025-04-30,GZA9943326,Renewal,1736.19,0.06,104.17,2025-05-15,False
FARM,120119,2025-04-30,SHL6263821,Renewal,8814.41,0.069,608.19,2025-05-15,False
GEIC,120061,2026-03-31,UFC9444709,Endorsement,-3.55,0.1155,-0.41,2026-04-15,True
FARM,120152,2025-04-30,TFA8716330,New,1195.86,0.0914,109.3,2025-05-15,False
ALLS,120168,2025-04-30,AAT1803598,New,1034.15,0.0665,68.77,2025-05-15,False
LIBM,120237,2025-08-31,UEC5643408,Endorsement,47.54,0.1268,6.03,2025-09-15,False
TRAV,120290,2025-04-30,UZU5470273,New,1793.81,0.06,107.63,2025-05-15,False
CHUB,120055,2025-04-30,YBU7101013,Renewal,537.73,0.1142,61.41,2025-05-15,False
TRAV,120125,2025-04-30,TDJ6675290,Renewal,6685.81,0.1417,947.38,2025-05-15,False
TRAV,120125,2026-06-30,TDJ6675290,Audit,661.32,0.1417,93.71,2026-07-15,False
FARM,120051,2025-04-30,RME0960917,New,1160.25,0.1136,131.8,2025-05-15,False
HART,120046,2025-04-30,ELY1905229,Renewal,2553.07,0.1058,270.11,2025-05-15,False
NATI,120297,2025-04-30,FUS2132125,Renewal,2162.24,0.1241,268.33,2025-05-15,False
NATI,120297,2026-06-30,FUS2132125,Audit,265.05,0.1241,32.89,2026-07-15,False
TRAV,120070,2025-04-30,SWW9720970,Renewal,2466.62,0.0653,161.07,2025-05-15,False
ALLS,120029,2025-04-30,NMU1612218,Renewal,6637.87,0.0857,568.87,2025-05-15,False
TRAV,120034,2025-04-30,GXP1959256,Renewal,3725.93,0.1988,740.71,2025-05-15,False
PRGS,120079,2025-04-30,TTA3291570,Renewal,1624.24,0.1077,174.93,2025-05-15,False
NATI,120038,2025-04-30,EJK8029913,New,2952.44,0.0896,264.54,2025-05-15,False
TRAV,120271,2025-04-30,EFX2703517,Renewal,9875.35,0.0708,699.17,2025-05-15,False
GEIC,120287,2025-04-30,LLY8211541,New,821.24,0.1229,100.93,2025-05-15,False
CHUB,120268,2025-04-30,WFP6496634,Renewal,5061.5,0.1299,657.49,2025-05-15,False
FARM,120164,2025-04-30,TGL3391895,Renewal,1987.27,0.0964,191.57,2025-05-15,False
PRGS,120234,2025-04-30,NUU4252791,Renewal,3162.66,0.1471,465.23,2025-05-15,False
HART,120101,2025-04-30,WJM0885949,Renewal,3417.09,0.1228,419.62,2025-05-15,False
ALLS,120115,2025-09-30,PZF2344591,Reinstate,0.0,0.1345,0.0,2025-10-15,False
LIBM,120095,2025-04-30,PYL5252389,New,1348.17,0.1143,154.1,2025-05-15,False
NATI,120286,2025-04-30,BZG7486604,Renewal,7099.68,0.0989,702.16,2025-05-15,False
FARM,120175,2025-04-30,NEP7065731,Renewal,1842.55,0.135,248.74,2025-05-15,False
PRGS,120274,2025-04-30,CPD8499303,Renewal,671.42,0.1184,79.5,2025-05-15,False
PRGS,120286,2025-04-30,EEZ0704647,Renewal,768.84,0.163,125.32,2025-05-15,False
PRGS,120124,2025-10-31,YRA8384841,Endorsement,22.27,0.1215,2.71,2025-11-15,False
PRGS,120119,2025-04-30,DHS2641000,New,1652.94,0.14,231.41,2025-05-15,False
ALLS,120082,2025-04-30,XWX7055495,Renewal,5367.2,0.0765,410.59,2025-05-15,False
ALLS,120094,2025-04-30,FAN2112979,New,834.02,0.1091,90.99,2025-05-15,False
TRAV,120286,2025-04-30,RFD7627251,Renewal,4740.05,0.16,758.41,2025-05-15,False
NATI,120236,2025-04-30,FVF9110824,Renewal,1944.61,0.1195,232.38,2025-05-15,False
GEIC,120068,2025-04-30,JJZ6311752,New,3114.16,0.084,261.59,2025-05-15,False
ALLS,120161,2025-04-30,DJJ5591027,New,1208.72,0.0882,106.61,2025-05-15,False
FARM,120267,2025-04-30,DXE9512652,New,2283.23,0.1304,297.73,2025-05-15,False
PRGS,120269,2025-04-30,JCN0306495,Renewal,590.64,0.1281,75.66,2025-05-15,False
ALLS,120066,2025-04-30,KYM3542265,Renewal,1732.47,0.1192,206.51,2025-05-15,False
NATI,120128,2025-04-30,SFD4227844,Renewal,925.37,0.1308,121.04,2025-05-15,False
HART,120169,2026-01-31,VRM2307426,Endorsement,29.87,0.1304,3.9,2026-02-15,False
GEIC,120212,2025-04-30,MRV4214938,New,2693.35,0.105,282.8,2025-05-15,False
TRAV,120099,2025-04-30,SFB2136850,New,1766.48,0.1153,203.68,2025-05-15,False
HART,120283,2025-04-30,ZUB4711475,Renewal,2917.61,0.1441,420.43,2025-05-15,False
FARM,120190,2025-04-30,BWM9631111,Renewal,1500.0,0.1548,232.2,2025-05-15,False
GEIC,120229,2025-04-30,NWW2642412,Renewal,1030.26,0.1344,138.47,2025-05-15,False
AMFA,120071,2025-04-30,FUP2257482,New,981.33,0.0657,64.47,2025-05-15,False
PRGS,120072,2025-04-30,JVX9287172,New,1118.3,0.14,156.56,2025-05-15,False
TRAV,120065,2026-02-28,KJF3340609,Endorsement,-8.02,0.1154,-0.93,2026-03-15,True
CHUB,120118,2025-04-30,TRG2723377,Renewal,856.95,0.1445,123.83,2025-05-15,False
HART,120088,2025-04-30,KSX2603147,Renewal,337.03,0.0891,30.03,2025-05-15,False
LIBM,120137,2025-04-30,VDS6206680,Renewal,1666.17,0.18,299.91,2025-05-15,False
NATI,120144,2025-10-31,KGG7841228,Endorsement,-45.23,0.1312,-5.93,2025-11-15,True
HART,120096,2025-04-30,DDP7084715,Renewal,1860.04,0.1189,221.16,2025-05-15,False
FARM,120026,2025-04-30,WCB4113847,Renewal,2506.41,0.069,172.94,2025-05-15,False
GEIC,120103,2025-04-30,CRD3704024,Renewal,1739.59,0.1191,207.19,2025-05-15,False
CHUB,120013,2025-04-30,PLD0424784,Renewal,4000.0,0.087,348.0,2025-05-15,False
PRGS,120072,2025-04-30,ZFF1021095,New,1329.77,0.0771,102.53,2025-05-15,False
FARM,120025,2025-07-31,STF9124765,Cancel,-0.0,0.0817,-0.0,2025-08-15,False
TRAV,120155,2025-04-30,NPF3020831,New,1893.41,0.06,113.6,2025-05-15,False
HART,120005,2025-04-30,XMJ5176271,Renewal,1391.73,0.1387,193.03,2025-05-15,False
TRAV,120043,2025-04-30,HXS2833626,New,1942.74,0.1293,251.2,2025-05-15,False
TRAV,120226,2025-04-30,MZK9651411,Renewal,20839.1,0.1097,2286.05,2025-05-15,False
HART,120284,2025-04-30,CPA1980498,Renewal,1500.0,0.1589,238.35,2025-05-15,False
AMFA,120149,2025-05-31,UUP2703461,Cancel,-0.0,0.11,-0.0,2025-06-15,False
PRGS,120105,2025-04-30,PTF3877297,New,872.21,0.1194,104.14,2025-05-15,False
NATI,120020,2025-04-30,HFV9236260,Renewal,5452.92,0.1294,705.61,2025-05-15,False
CHUB,120284,2025-04-30,FXH3133873,New,1538.94,0.0894,137.58,2025-05-15,False
CHUB,120264,2025-04-30,ZCY2697167,New,851.0,0.0812,69.1,2025-05-15,False
TRAV,120066,2025-04-30,HZX2316243,Renewal,1633.08,0.0741,121.01,2025-05-15,False
TRAV,120042,2025-04-30,LSW0507679,Renewal,1680.46,0.1301,218.63,2025-05-15,False
PRGS,120040,2025-04-30,TYP9413744,New,2687.88,0.1236,332.22,2025-05-15,False
ALLS,120263,2025-12-31,FCF4641688,Endorsement,-11.5,0.1151,-1.32,2026-01-15,True
ALLS,120043,2025-04-30,FSK0628000,Renewal,2068.7,0.0739,152.88,2025-05-15,False
TRAV,120265,2025-04-30,NRW2570808,Renewal,2118.34,0.1569,332.37,2025-05-15,False
AMFA,120148,2025-04-30,KZA0348126,New,1281.13,0.1137,145.66,2025-05-15,False
GEIC,120083,2025-04-30,ADS3419323,New,1072.04,0.1067,114.39,2025-05-15,False
AMFA,120284,2025-04-30,VVJ0454840,New,2223.33,0.0947,210.55,2025-05-15,False
TRAV,120083,2025-04-30,MXV4559930,Renewal,4641.19,0.1204,558.8,2025-05-15,False
NATI,120126,2025-04-30,DGZ0063623,New,1034.73,0.1143,118.27,2025-05-15,False
CHUB,120118,2025-04-30,ELL2778389,Renewal,2359.84,0.1625,383.47,2025-05-15,False
HART,120136,2025-04-30,TGA6682267,Renewal,1202.57,0.1437,172.81,2025-05-15,False
ALLS,120299,2025-04-30,BZC9271010,Renewal,1163.94,0.118,137.34,2025-05-15,False
LIBM,120072,2025-04-30,UZN7651873,Renewal,1995.85,0.1585,316.34,2025-05-15,False
ALLS,120000,2025-04-30,ZVT9756452,Renewal,3188.15,0.1622,517.12,2025-05-15,False
CHUB,120081,2025-04-30,SHE9754877,Renewal,3695.26,0.1447,534.7,2025-05-15,False
CHUB,120180,2025-04-30,VAK0918683,New,1516.77,0.0751,113.91,2025-05-15,False
CHUB,120216,2025-04-30,KUU7409739,Renewal,3723.29,0.1191,443.44,2025-05-15,False
HART,120277,2025-08-31,CYG2156633,Cancel,-0.0,0.1542,-0.0,2025-09-15,False
PRGS,120054,2025-04-30,DRG6284636,Renewal,1987.39,0.1367,271.68,2025-05-15,False
LIBM,120167,2025-05-31,NFD2281743,Cancel,-0.0,0.1747,-0.0,2025-06-15,False
LIBM,120143,2025-04-30,YKF5253821,New,1958.64,0.06,117.52,2025-05-15,False
LIBM,120032,2025-09-30,DGP7891561,Endorsement,-36.05,0.145,-5.23,2025-10-15,True
CHUB,120172,2025-04-30,MAC7766856,New,1257.89,0.0732,92.08,2025-05-15,False
HART,120258,2025-04-30,TPZ7719373,New,1833.19,0.0754,138.22,2025-05-15,False
FARM,120105,2025-04-30,YCM4413551,Renewal,1500.0,0.1136,170.4,2025-05-15,False
ALLS,120175,2025-04-30,HVG2601355,Renewal,5384.05,0.1576,848.53,2025-05-15,False
ALLS,120175,2026-06-30,HVG2601355,Audit,381.32,0.1576,60.1,2026-07-15,False
FARM,120144,2025-04-30,XUW8899890,Renewal,2552.62,0.0774,197.57,2025-05-15,False
AMFA,120067,2025-04-30,WFC1873369,Renewal,5049.34,0.1265,638.74,2025-05-15,False
HART,120137,2025-04-30,XWU0132008,Renewal,566.67,0.1184,67.09,2025-05-15,False
GEIC,120232,2025-04-30,FAP1200351,Renewal,754.73,0.1205,90.94,2025-05-15,False
TRAV,120107,2025-04-30,BFC6464712,Renewal,1167.65,0.1342,156.7,2025-05-15,False
HART,120255,2025-04-30,XUJ4198855,New,1411.51,0.1137,160.49,2025-05-15,False
ALLS,120133,2025-04-30,KNH5790540,Renewal,1112.88,0.1284,142.89,2025-05-15,False
CHUB,120136,2025-04-30,SET7891573,New,518.1,0.1064,55.13,2025-05-15,False
PRGS,120019,2025-04-30,GJV4676498,Renewal,1809.72,0.1148,207.76,2025-05-15,False
NATI,120037,2025-04-30,NCR9486643,Renewal,25000.0,0.0641,1602.5,2025-05-15,False
NATI,120204,2025-04-30,LEW9878748,Renewal,2000.0,0.1127,225.4,2025-05-15,False
NATI,120204,2026-05-31,LEW9878748,Audit,71.36,0.1127,8.04,2026-06-15,False
GEIC,120267,2025-04-30,LNA4300702,Renewal,2452.3,0.0921,225.86,2025-05-15,False
HART,120085,2025-04-30,XLC5463991,Renewal,978.49,0.1132,110.77,2025-05-15,False
TRAV,120172,2025-04-30,CBH6563768,Renewal,2178.49,0.1374,299.32,2025-05-15,False
CHUB,120059,2025-04-30,TVV7169679,Renewal,6488.81,0.1014,657.97,2025-05-15,False
CHUB,120263,2026-02-28,YNL7248006,Endorsement,-10.35,0.08,-0.83,2026-03-15,True
TRAV,120040,2025-04-30,ECL1693418,Renewal,500.0,0.1536,76.8,2025-05-15,False
PRGS,120208,2025-04-30,UJL1578337,Renewal,572.44,0.1479,84.66,2025-05-15,False
HART,120013,2025-04-30,EFG7711360,New,3120.87,0.0991,309.28,2025-05-15,False
TRAV,120018,2025-04-30,AMZ0133932,Renewal,608.13,0.1638,99.61,2025-05-15,False
TRAV,120296,2025-04-30,REA5880691,Renewal,1263.45,0.129,162.99,2025-05-15,False
ALLS,120029,2025-04-30,PSK5892933,Renewal,983.9,0.1065,104.79,2025-05-15,False
CHUB,120141,2025-04-30,SVD2561045,New,1840.24,0.0915,168.38,2025-05-15,False
TRAV,120161,2025-04-30,AZL5173657,Renewal,2503.26,0.154,385.5,2025-05-15,False
AMFA,120298,2026-01-31,PBG2335657,Endorsement,-11.8,0.0944,-1.11,2026-02-15,True
TRAV,120141,2025-04-30,PFJ2472524,Renewal,7275.76,0.1263,918.93,2025-05-15,False
PRGS,120216,2025-04-30,XAW0556341,Renewal,998.0,0.113,112.77,2025-05-15,False
TRAV,120086,2025-06-30,PNC9987746,Endorsement,10.83,0.0892,0.97,2025-07-15,False
NATI,120299,2025-04-30,BNA3110632,New,1516.21,0.0717,108.71,2025-05-15,False
CHUB,120177,2025-04-30,YRG8378301,Renewal,1366.16,0.1135,155.06,2025-05-15,False
FARM,120083,2025-04-30,BUH1910438,Renewal,2131.9,0.1356,289.09,2025-05-15,False
GEIC,120283,2025-04-30,ERL6229029,Renewal,2935.89,0.1567,460.05,2025-05-15,False
CHUB,120019,2025-04-30,EFT6297843,Renewal,12700.85,0.1636,2077.86,2025-05-15,False
GEIC,120241,2025-11-30,PRZ1817811,Endorsement,1.82,0.138,0.25,2025-12-15,False
ALLS,120124,2025-04-30,BHG6172513,New,1358.47,0.0963,130.82,2025-05-15,False
PRGS,120213,2025-04-30,GCK0278545,Renewal,25000.0,0.0899,2247.5,2025-05-15,False
HART,120143,2025-04-30,WZP1589195,Renewal,737.99,0.1384,102.14,2025-05-15,False
TRAV,120092,2025-04-30,ATK4733748,Renewal,1927.29,0.1177,226.84,2025-05-15,False
NATI,120140,2025-04-30,CVD8914936,New,2206.4,0.0874,192.84,2025-05-15,False
GEIC,120000,2025-04-30,CXN8237413,Renewal,7928.51,0.162,1284.42,2025-05-15,False
ALLS,120132,2025-04-30,DZM4749542,Renewal,965.73,0.1447,139.74,2025-05-15,False
PRGS,120271,2025-04-30,LMN9834049,Renewal,1213.34,0.161,195.35,2025-05-15,False
GEIC,120144,2025-04-30,WUT5008516,Renewal,4085.72,0.114,465.77,2025-05-15,False
GEIC,120008,2025-04-30,ZGZ4859897,Renewal,1537.05,0.1471,226.1,2025-05-15,False
HART,120004,2025-04-30,MRB4070487,New,863.65,0.094,81.18,2025-05-15,False
ALLS,120022,2025-04-30,EFR9383300,Renewal,19958.06,0.0966,1927.95,2025-05-15,False
HART,120109,2025-04-30,ZMY7893382,Renewal,5752.65,0.147,845.64,2025-05-15,False
HART,120248,2025-04-30,VYA8042625,Renewal,2821.53,0.1497,422.38,2025-05-15,False
TRAV,120172,2025-04-30,MHB7250095,Renewal,4764.45,0.1273,606.51,2025-05-15,False
LIBM,120212,2025-04-30,YEM2705451,New,1551.41,0.14,217.2,2025-05-15,False
LIBM,120042,2025-04-30,ARH0743053,Renewal,1426.46,0.1599,228.09,2025-05-15,False
HART,120033,2025-04-30,EUA0534428,Renewal,1638.74,0.1469,240.73,2025-05-15,False
ALLS,120149,2025-09-30,TPN9819308,Endorsement,-29.32,0.1214,-3.56,2025-10-15,True
ALLS,120278,2025-04-30,MJJ8570459,New,693.94,0.0899,62.39,2025-05-15,False
TRAV,120245,2025-04-30,NDP0810569,New,2901.11,0.1166,338.27,2025-05-15,False
LIBM,120104,2025-04-30,JSP1213451,New,1712.87,0.0923,158.1,2025-05-15,False
TRAV,120126,2025-04-30,UFV6069242,Renewal,1362.81,0.1044,142.28,2025-05-15,False
NATI,120123,2025-04-30,CLU5439765,Renewal,9613.99,0.0967,929.67,2025-05-15,False
PRGS,120029,2025-04-30,PRL7869694,Renewal,680.28,0.1531,104.15,2025-05-15,False
GEIC,120018,2025-04-30,USF5135829,Renewal,7000.0,0.1263,884.1,2025-05-15,False
LIBM,120162,2025-07-31,TVF0007210,Cancel,-0.0,0.1908,-0.0,2025-08-15,False
ALLS,120157,2025-05-31,AEY3305130,Endorsement,-5.1,0.1025,-0.52,2025-06-15,True
ALLS,120014,2025-04-30,BRG2041622,Renewal,940.23,0.06,56.41,2025-05-15,False
NATI,120100,2025-04-30,YHG3341310,Renewal,677.61,0.1575,106.72,2025-05-15,False
LIBM,120197,2025-04-30,FAA9742223,New,2306.95,0.0966,222.85,2025-05-15,False
ALLS,120080,2026-02-28,YMS6663330,Cancel,-0.0,0.0806,-0.0,2026-03-15,False
CHUB,120177,2025-04-30,HHN1680452,New,896.04,0.098,87.81,2025-05-15,False
TRAV,120169,2025-04-30,HNG9372489,Renewal,607.68,0.1409,85.62,2025-05-15,False
PRGS,120254,2025-04-30,RBU9195313,Renewal,150.0,0.1297,19.46,2025-05-15,False
GEIC,120089,2025-04-30,RMV1445851,Renewal,5423.62,0.1297,703.44,2025-05-15,False
NATI,120169,2025-04-30,FSB2006414,Renewal,3558.69,0.0968,344.48,2025-05-15,False
AMFA,120021,2025-04-30,KVC5933997,Renewal,5614.36,0.1103,619.26,2025-05-15,False
PRGS,120181,2025-04-30,LMS0014178,New,2172.56,0.0862,187.27,2025-05-15,False
AMFA,120042,2025-08-31,FEM4330692,Reinstate,0.0,0.1044,0.0,2025-09-15,False
PRGS,120059,2025-10-31,ELW5869308,Endorsement,65.04,0.1297,8.44,2025-11-15,False
PRGS,120150,2025-04-30,YVK3079186,New,1101.76,0.0746,82.19,2025-05-15,False
NATI,120232,2025-04-30,RPD3264077,Renewal,1053.15,0.1201,126.48,2025-05-15,False
GEIC,120041,2025-04-30,PNW1954948,Renewal,786.67,0.1538,120.99,2025-05-15,False
ALLS,120225,2025-04-30,GGR0075361,New,1061.92,0.0917,97.38,2025-05-15,False
HART,120033,2025-04-30,VHL6863139,New,2165.24,0.099,214.36,2025-05-15,False
TRAV,120103,2025-04-30,BDF0853825,Renewal,2700.56,0.1499,404.81,2025-05-15,False
AMFA,120184,2025-04-30,ENG9494036,New,1344.58,0.0934,125.58,2025-05-15,False
AMFA,120145,2025-04-30,BCV6058876,New,1231.42,0.0936,115.26,2025-05-15,False
PRGS,120139,2025-06-30,VNP7698712,Endorsement,-34.05,0.1039,-3.54,2025-07-15,True
CHUB,120050,2025-04-30,HDA4921625,Renewal,3142.95,0.1166,366.47,2025-05-15,False
ALLS,120014,2025-04-30,SLJ1400444,New,2043.51,0.0904,184.73,2025-05-15,False
FARM,120218,2025-04-30,UEB9071605,New,2209.76,0.1194,263.85,2025-05-15,False
NATI,120095,2025-04-30,ATV9087920,Renewal,1142.44,0.1406,160.63,2025-05-15,False
TRAV,120156,2025-04-30,MUD8049917,Renewal,945.33,0.1135,107.29,2025-05-15,False
FARM,120254,2025-04-30,MGB3159576,Renewal,2067.14,0.1149,237.51,2025-05-15,False
CHUB,120280,2025-04-30,FGJ9000935,Renewal,7282.83,0.0829,603.75,2025-05-15,False
PRGS,120155,2025-04-30,UED0287711,New,2583.77,0.1341,346.48,2025-05-15,False
ALLS,120231,2025-04-30,UVA1186500,Rewrite,4340.06,0.1818,789.02,2025-05-15,False
NATI,120179,2025-09-30,RGB7178210,Endorsement,-38.68,0.1095,-4.24,2025-10-15,True
NATI,120241,2025-04-30,BEP0798590,Renewal,3918.98,0.1068,418.55,2025-05-15,False
GEIC,120093,2025-04-30,BDC2224309,Rewrite,6071.67,0.1394,846.39,2025-05-15,False
GEIC,120025,2025-04-30,WEC8053205,Renewal,801.02,0.1541,123.44,2025-05-15,False
LIBM,120270,2025-04-30,BCB6165334,New,1174.47,0.12,140.94,2025-05-15,False
AMFA,120129,2025-04-30,LLP9122717,New,1856.56,0.06,111.39,2025-05-15,False
PRGS,120226,2025-04-30,LSZ6868847,Renewal,1278.8,0.1172,149.88,2025-05-15,False
GEIC,120228,2025-04-30,TTT4152967,Renewal,8990.53,0.1179,1059.98,2025-05-15,False
GEIC,120228,2026-06-30,TTT4152967,Audit,919.71,0.1179,108.43,2026-07-15,False
GEIC,120205,2025-04-30,FHU2554813,Renewal,500.0,0.1534,76.7,2025-05-15,False
PRGS,120090,2025-04-30,YGY5134175,Renewal,3159.75,0.1019,321.98,2025-05-15,False
GEIC,120120,2025-04-30,JWE8902699,Renewal,1373.75,0.0959,131.74,2025-05-15,False
GEIC,120202,2025-04-30,HVK7419484,Renewal,2000.0,0.1153,230.6,2025-05-15,False
FARM,120100,2025-04-30,NXD3655853,Renewal,2000.0,0.0942,188.4,2025-05-15,False
GEIC,120261,2025-04-30,CYS1385917,New,868.89,0.1114,96.79,2025-05-15,False
TRAV,120240,2025-04-30,ZYN8228368,Renewal,2129.81,0.0986,210.0,2025-05-15,False
HART,120035,2025-04-30,ZZW2735934,Renewal,1811.31,0.1736,314.44,2025-05-15,False
ALLS,120267,2025-04-30,LLB5536217,Renewal,792.02,0.1108,87.76,2025-05-15,False
TRAV,120013,2025-04-30,RET3695004,Renewal,1875.09,0.1191,223.32,2025-05-15,False
LIBM,120083,2025-04-30,PJD0009971,Renewal,772.89,0.0995,76.9,2025-05-15,False
PRGS,120112,2026-03-31,RJN2072516,Reinstate,0.0,0.1279,0.0,2026-04-15,False
CHUB,120060,2025-04-30,FGW7781696,Renewal,888.47,0.086,76.41,2025-05-15,False
PRGS,120035,2025-04-30,NHC9304751,Renewal,4638.52,0.1878,871.11,2025-05-15,False
TRAV,120082,2025-04-30,JLH6095528,Renewal,6459.27,0.129,833.25,2025-05-15,False
PRGS,120195,2025-04-30,LCJ4832880,New,1060.03,0.1071,113.53,2025-05-15,False
NATI,120122,2025-12-31,RLX9645762,Cancel,-0.0,0.1167,-0.0,2026-01-15,False
TRAV,120182,2025-04-30,YVM5562753,Renewal,1064.95,0.1008,107.35,2025-05-15,False
PRGS,120009,2025-04-30,TZC3728073,Renewal,500.0,0.1394,69.7,2025-05-15,False
CHUB,120131,2025-04-30,VSA2942831,Endorsement,-10.56,0.1317,-1.39,2025-05-15,True
PRGS,120294,2025-04-30,XNC8717841,Renewal,1905.12,0.1343,255.86,2025-05-15,False
ALLS,120191,2025-04-30,JCL7379523,Renewal,2000.0,0.075,150.0,2025-05-15,False
ALLS,120191,2026-05-31,JCL7379523,Audit,-273.09,0.075,-20.48,2026-06-15,True
HART,120200,2025-04-30,XKE4129688,New,1254.8,0.1155,144.93,2025-05-15,False
ALLS,120045,2025-04-30,SWZ6194205,New,1301.33,0.1027,133.65,2025-05-15,False
NATI,120228,2025-04-30,SYB1145263,Renewal,5174.4,0.1249,646.28,2025-05-15,False
HART,120037,2025-04-30,CXD4384431,New,1135.71,0.123,139.69,2025-05-15,False
GEIC,120140,2025-04-30,YSS6424464,Renewal,1500.0,0.1176,176.4,2025-05-15,False
ALLS,120196,2025-04-30,DPS0490886,Renewal,2823.2,0.1141,322.13,2025-05-15,False
HART,120165,2025-04-30,WYB4727136,New,3230.97,0.0657,212.27,2025-05-15,False
